emp_no,first_name,last_name,to_date,dept_name
14908,Kerhong,Flanders,9999-01-01,Production
14908,Kerhong,Flanders,9999-01-01,Development
14909,Mohan,Kamble,9999-01-01,Development
14911,Xiaobin,Chelton,9999-01-01,Production
14914,Gretta,Benzaken,9999-01-01,Development
14915,Huican,Picco,9999-01-01,Production
14923,Shuzo,Gyorkos,9999-01-01,Development
14928,Satoru,Mukaidono,9999-01-01,Human Resources
14941,Nathan,Lichtner,9999-01-01,Development
14942,Heon,Benveniste,9999-01-01,Quality Management
14949,Insup,Reinhart,9999-01-01,Production
14954,Fox,Magliocco,9999-01-01,Development
14971,Fan,Simmen,9999-01-01,Finance
14983,Hyuckchul,Pouyioutas,9999-01-01,Marketing
14993,Sanjay,Koblitz,9999-01-01,Development
15005,Kiam,Sadowsky,9999-01-01,Production
15016,Woody,Gulik,9999-01-01,Finance
15018,Ramalingam,Prenel,9999-01-01,Marketing
15019,Qingxiang,Shokrollahi,9999-01-01,Production
15019,Qingxiang,Shokrollahi,9999-01-01,Quality Management
15029,Giordano,Koshino,9999-01-01,Customer Service
15030,Rasikan,Nourani,9999-01-01,Sales
15036,Ziva,Delgrande,9999-01-01,Development
15049,Khun,Waymire,9999-01-01,Customer Service
15052,Flemming,Kranzdorf,9999-01-01,Production
15055,Shrikanth,Sherertz,9999-01-01,Research
15066,Tomokazu,Oaver,9999-01-01,Development
15069,Manton,Siksek,9999-01-01,Production
15071,Ayonca,Couchot,9999-01-01,Sales
15075,Radoslaw,Rijsenbrij,9999-01-01,Production
15077,Toshiki,Taubenfeld,9999-01-01,Production
15082,Guadalupe,Zirintsis,9999-01-01,Development
15087,Chirstian,Ushiama,9999-01-01,Production
15089,Giri,Coney,9999-01-01,Development
15092,Remmert,Bahi,9999-01-01,Customer Service
15102,Luigi,Axelband,9999-01-01,Production
15105,Sudhanshu,Itzigehl,9999-01-01,Marketing
15105,Sudhanshu,Itzigehl,9999-01-01,Sales
15114,Pantung,Honglei,9999-01-01,Development
15134,Arun,Luiz,9999-01-01,Sales
15145,Haldon,Servieres,9999-01-01,Production
15151,Urs,Pouyioutas,9999-01-01,Marketing
15151,Urs,Pouyioutas,9999-01-01,Sales
15176,Charlene,Sankaranarayanan,9999-01-01,Sales
15193,Neelam,Schach,9999-01-01,Development
15196,Souichi,Duclos,9999-01-01,Development
15202,Pranay,Irland,9999-01-01,Production
15202,Pranay,Irland,9999-01-01,Development
15208,Sudharsan,Shokrollahi,9999-01-01,Research
15218,Shuky,Conry,9999-01-01,Finance
15228,Mona,Salvesen,9999-01-01,Human Resources
15230,Keiichiro,Suessmith,9999-01-01,Development
15234,Jouko,Zhiwei,9999-01-01,Development
15237,Reinhard,Sadowsky,9999-01-01,Development
15243,Mountaz,Famili,9999-01-01,Finance
15248,Edwin,Baar,9999-01-01,Marketing
15253,Ayonca,Pardalos,9999-01-01,Production
15269,Eric,Reghbati,9999-01-01,Production
15271,Shiv,Bernardeschi,9999-01-01,Sales
15292,Miyeon,Lammel,9999-01-01,Sales
15324,Ziya,Lunn,9999-01-01,Production
15329,Fan,Openshaw,9999-01-01,Development
15330,Jaroslava,Chinal,9999-01-01,Sales
15337,Masaru,Radivojevic,9999-01-01,Quality Management
15343,Chaosheng,Luce,9999-01-01,Quality Management
15354,Chikara,Nyrup,9999-01-01,Customer Service
15365,Mikhail,Schiettecatte,9999-01-01,Development
15369,Premal,Penttonen,9999-01-01,Sales
15370,Chuanyi,Nilsson,9999-01-01,Development
15370,Chuanyi,Nilsson,9999-01-01,Research
15372,Nahum,Broder,9999-01-01,Sales
15375,Shuho,Manders,9999-01-01,Finance
15377,Shugo,Aumann,9999-01-01,Development
15382,Alassane,Siegrist,9999-01-01,Sales
15392,Pradeep,Markovitch,9999-01-01,Development
15408,Maik,Penttonen,9999-01-01,Research
15410,Wilmer,Kushner,9999-01-01,Marketing
15410,Wilmer,Kushner,9999-01-01,Sales
15412,Huai,Thiria,9999-01-01,Development
15438,Constantijn,Munoz,9999-01-01,Finance
15441,Arvind,Weisert,9999-01-01,Research
15452,Kazuhira,Weedman,9999-01-01,Development
15454,Hongzue,Cesareni,9999-01-01,Sales
15470,Weiwu,Huhdanpaa,9999-01-01,Production
15474,Gilbert,Plumb,9999-01-01,Sales
15479,Zhenbing,Soicher,9999-01-01,Production
15480,Kwok,Trogemann,9999-01-01,Development
15504,Kasturi,Alpin,9999-01-01,Development
15505,Collette,Mikschl,9999-01-01,Production
15510,Inderjeet,Sethi,9999-01-01,Development
15511,George,Kowalchuk,9999-01-01,Sales
15518,Uno,Valtorta,9999-01-01,Development
15525,Masadi,Cherinka,9999-01-01,Development
15534,Guozhong,Grabner,9999-01-01,Finance
15543,Mingdong,Staelin,9999-01-01,Production
15548,Sanjai,Caine,9999-01-01,Development
15548,Sanjai,Caine,9999-01-01,Research
15563,Constantino,Zykh,9999-01-01,Customer Service
15565,True,Muchinsky,9999-01-01,Marketing
15566,Baoqiu,Azuma,9999-01-01,Sales
15600,Mack,Perna,9999-01-01,Production
15601,Carrsten,Anily,9999-01-01,Sales
15651,Huan,Iwayama,9999-01-01,Production
15656,Mohammad,Schaaf,9999-01-01,Marketing
15682,Hiroyasu,Przulj,9999-01-01,Quality Management
15687,Dekang,Ambroszkiewicz,9999-01-01,Finance
15703,Chenye,Hanratty,9999-01-01,Development
15708,Reuven,Kushnir,9999-01-01,Sales
15714,Troy,Bala,9999-01-01,Production
15715,Insup,Ibel,9999-01-01,Marketing
15715,Insup,Ibel,9999-01-01,Sales
15726,Zhilian,Parascandalo,9999-01-01,Marketing
15739,Poorav,Bahr,9999-01-01,Development
15740,Stepehn,Pocchiola,9999-01-01,Sales
15750,Arumugam,Bresenham,9999-01-01,Production
15765,Tonny,Taubenfeld,9999-01-01,Development
15767,Baocai,Broomell,9999-01-01,Production
15769,Pranay,Oskamp,9999-01-01,Marketing
15788,Taegyun,Deyuan,9999-01-01,Production
15799,Manton,Gelosh,9999-01-01,Sales
15809,Mingsen,Antonisse,9999-01-01,Finance
15819,Magdalena,Rajcani,9999-01-01,Marketing
15819,Magdalena,Rajcani,9999-01-01,Sales
15821,Aleksander,Antonakopoulos,9999-01-01,Development
15846,Bowen,Litecky,9999-01-01,Production
15861,Gio,Anido,9999-01-01,Marketing
15866,Angel,Seiwald,9999-01-01,Production
15866,Angel,Seiwald,9999-01-01,Quality Management
15869,Guoxiang,Bala,9999-01-01,Production
15876,Munehiro,Vakili,9999-01-01,Development
15877,Yannik,Kroll,9999-01-01,Production
15880,Miquel,Dechter,9999-01-01,Production
15889,Sasan,Azumi,9999-01-01,Development
15892,Lunjin,Pettis,9999-01-01,Production
15901,Marsja,Fargier,9999-01-01,Production
15901,Marsja,Fargier,9999-01-01,Quality Management
15902,Kazuhide,Stille,9999-01-01,Research
15905,DeForest,Petersohn,9999-01-01,Production
15911,Shaibal,Viele,9999-01-01,Production
15911,Shaibal,Viele,9999-01-01,Customer Service
15934,Kensyu,Shinomoto,9999-01-01,Production
15938,Garnik,Covnot,9999-01-01,Sales
15942,Murthy,Rosca,9999-01-01,Production
15943,Yakkov,Demke,9999-01-01,Production
15943,Yakkov,Demke,9999-01-01,Quality Management
15945,Hauke,Larfeldt,9999-01-01,Production
15948,Karoline,Versino,9999-01-01,Development
15955,Yuguang,Dratva,9999-01-01,Production
15971,Arumugam,Aloia,9999-01-01,Development
15977,King,Ballarin,9999-01-01,Research
15978,Kaijung,Wielonsky,9999-01-01,Production
15978,Kaijung,Wielonsky,9999-01-01,Quality Management
15993,Yoshimitsu,Peir,9999-01-01,Development
16000,Marek,Demos,9999-01-01,Production
16018,Boutros,Papadias,9999-01-01,Production
16019,Chaoyi,Heystek,9999-01-01,Development
16019,Chaoyi,Heystek,9999-01-01,Research
16025,Doowon,Luce,9999-01-01,Development
16028,JiYoung,Takkinen,9999-01-01,Production
16033,Wayne,Spelt,9999-01-01,Finance
16052,Maria,Rodham,9999-01-01,Development
16066,Marsha,Penn,9999-01-01,Sales
16068,Leandro,Zongker,9999-01-01,Finance
16076,Marko,Ebeling,9999-01-01,Development
16077,Kannan,Heemskerk,9999-01-01,Development
16086,Mohammad,Denos,9999-01-01,Development
16094,Berto,Rosar,9999-01-01,Development
16099,Mohan,Ferretti,9999-01-01,Human Resources
16126,Tse,Crabtree,9999-01-01,Customer Service
16130,Kerryn,Belinskaya,9999-01-01,Development
16134,Annemarie,Chaudhuri,9999-01-01,Development
16138,Leucio,Krzyzanowski,9999-01-01,Marketing
16154,Monique,Docker,9999-01-01,Quality Management
16185,Marin,Winter,9999-01-01,Development
16192,Leandro,Sigstam,9999-01-01,Production
16192,Leandro,Sigstam,9999-01-01,Customer Service
16201,Krassimir,Olano,9999-01-01,Development
16227,Hitomi,Vural,9999-01-01,Production
16229,Ronnie,Lanzelotte,9999-01-01,Customer Service
16230,Ung,Babu,9999-01-01,Production
16230,Ung,Babu,9999-01-01,Customer Service
16233,Sushant,Baba,9999-01-01,Sales
16234,Jacopo,Basart,9999-01-01,Customer Service
16246,Makato,Masaki,9999-01-01,Production
16252,Carrsten,Mattern,9999-01-01,Production
16266,Mikhail,Sethi,9999-01-01,Sales
16272,Shuho,Zeleznik,9999-01-01,Development
16272,Shuho,Zeleznik,9999-01-01,Research
16274,Sadun,Navazio,9999-01-01,Finance
16324,Billie,Bazzichi,9999-01-01,Human Resources
16337,Hironoby,Schaad,9999-01-01,Production
16341,Boutros,Fendler,9999-01-01,Research
16355,Nikolaos,Luca,9999-01-01,Sales
16364,Yifei,Gini,9999-01-01,Sales
16365,Janalee,Mellouli,9999-01-01,Research
16377,Duri,Stanger,9999-01-01,Production
16380,Zhilian,Chleq,9999-01-01,Customer Service
16382,Chaoyi,Talmon,9999-01-01,Production
16383,Lidong,Czap,9999-01-01,Production
16388,Subhankar,Georgatos,9999-01-01,Customer Service
16397,Shimshon,Cusworth,9999-01-01,Finance
16398,Limsoon,Krzyzanowski,9999-01-01,Sales
16399,Apostol,Collette,9999-01-01,Sales
16399,Apostol,Collette,9999-01-01,Customer Service
16404,Rafols,Rabehasaina,9999-01-01,Production
16412,Moss,Tokunaga,9999-01-01,Production
16425,Idoia,Beerel,9999-01-01,Production
16438,Abdulla,Demeyer,9999-01-01,Production
16446,Jouko,Chinin,9999-01-01,Sales
16447,Zhiguo,Savasere,9999-01-01,Production
16447,Zhiguo,Savasere,9999-01-01,Development
16448,Tsvetan,Zwicker,9999-01-01,Development
16453,Goncalo,Basart,9999-01-01,Human Resources
16471,Bogdan,Birta,9999-01-01,Research
16479,Jixiang,Eiter,9999-01-01,Finance
16486,Sanjay,Perin,9999-01-01,Research
16487,Arunas,Yemenis,9999-01-01,Sales
16490,Muzhong,Thiria,9999-01-01,Sales
16491,Emdad,Radwan,9999-01-01,Customer Service
16504,Mong,Cromarty,9999-01-01,Development
16510,Mototsugu,Vecchio,9999-01-01,Customer Service
16537,Weidon,Seiwald,9999-01-01,Development
16539,Gretta,Fetvedt,9999-01-01,Production
16546,Sangeeta,Lanphier,9999-01-01,Development
16549,Olivera,Thibadeau,9999-01-01,Finance
16551,Sadegh,Ranon,9999-01-01,Development
16551,Sadegh,Ranon,9999-01-01,Research
16556,Mostafa,Hiltgen,9999-01-01,Development
16567,Hein,Senzako,9999-01-01,Customer Service
16570,Uta,Matzen,9999-01-01,Production
16580,Masaru,Valiente,9999-01-01,Quality Management
16607,Vishwani,Honglei,9999-01-01,Sales
16619,Arvind,Boguraev,9999-01-01,Development
16657,Yongdong,Heyers,9999-01-01,Production
16658,Florian,Soicher,9999-01-01,Research
16672,Georgi,Peris,9999-01-01,Sales
16674,Duke,Takanami,9999-01-01,Development
16679,Domenick,Cummings,9999-01-01,Development
16679,Domenick,Cummings,9999-01-01,Research
16683,Hatem,Ghandeharizadeh,9999-01-01,Production
16716,Ramachenga,Zumaque,9999-01-01,Development
16719,Sasan,Benantar,9999-01-01,Human Resources
16723,Mohd,Randt,9999-01-01,Customer Service
16729,Kirk,Broomell,9999-01-01,Finance
16731,Domenico,Versino,9999-01-01,Development
16759,Vojin,Masaki,9999-01-01,Development
16759,Vojin,Masaki,9999-01-01,Research
16799,Shigeichiro,Bamford,9999-01-01,Development
16801,Gila,Strooper,9999-01-01,Development
16803,Ziva,Rohrbach,9999-01-01,Development
16806,Sreekrishna,Dayana,9999-01-01,Sales
16806,Sreekrishna,Dayana,9999-01-01,Customer Service
16808,Kiyokazu,Katiyar,9999-01-01,Sales
16851,Leon,Stasinski,9999-01-01,Human Resources
16852,Yefim,Fontet,9999-01-01,Production
16852,Yefim,Fontet,9999-01-01,Customer Service
16862,JiYoung,Eppinger,9999-01-01,Production
16862,JiYoung,Eppinger,9999-01-01,Customer Service
16864,Candido,Gecsel,9999-01-01,Production
16869,Yakkov,Huttel,9999-01-01,Research
16871,Munir,Stiles,9999-01-01,Production
16875,Nikolaos,Radhakrishnan,9999-01-01,Development
16880,Honesty,Bresenham,9999-01-01,Production
16897,Charlene,Ebeling,9999-01-01,Quality Management
16910,Kazunori,Botman,9999-01-01,Development
16910,Kazunori,Botman,9999-01-01,Research
16919,Tesuya,Yurov,9999-01-01,Production
16921,Evgueni,Yeung,9999-01-01,Sales
16954,Akhilish,Apsitis,9999-01-01,Marketing
16955,Sangeeta,Marrakchi,9999-01-01,Research
16969,Sanjit,Braccini,9999-01-01,Development
16986,Hirochika,Gecseg,9999-01-01,Production
16988,Xiong,Peron,9999-01-01,Finance
16993,Hongzue,Dahlbom,9999-01-01,Sales
16999,Bezalel,Sadowsky,9999-01-01,Production
16999,Bezalel,Sadowsky,9999-01-01,Research
17012,Valdiodio,Petereit,9999-01-01,Development
17018,Berhard,Tasistro,9999-01-01,Development
17024,Ewing,Siepmann,9999-01-01,Production
17041,Nishit,Montemayor,9999-01-01,Customer Service
17046,Fay,Kornyak,9999-01-01,Development
17048,Christoph,Murthy,9999-01-01,Quality Management
17055,Marin,Wixon,9999-01-01,Development
17063,Anoosh,Thiran,9999-01-01,Sales
17066,Heping,Ruther,9999-01-01,Development
17068,Bodh,Gopalakrishnan,9999-01-01,Development
17068,Bodh,Gopalakrishnan,9999-01-01,Research
17072,Richara,Bala,9999-01-01,Customer Service
17076,Gudjon,Hitomi,9999-01-01,Production
17076,Gudjon,Hitomi,9999-01-01,Quality Management
17078,Gill,Hinsberger,9999-01-01,Customer Service
17081,Weiru,Murtafg,9999-01-01,Quality Management
17089,Rafail,Erman,9999-01-01,Sales
17098,Xuedong,Gelosh,9999-01-01,Development
17101,Sandeepan,Compeau,9999-01-01,Development
17102,Radhika,Garnick,9999-01-01,Sales
17103,Takahiro,Feldmann,9999-01-01,Development
17103,Takahiro,Feldmann,9999-01-01,Research
17120,Yifei,Polupanov,9999-01-01,Human Resources
17125,Akhilish,Zweizig,9999-01-01,Quality Management
17126,Matk,Schapire,9999-01-01,Customer Service
17143,Ziyad,Munke,9999-01-01,Production
17146,Aemilian,Barbanera,9999-01-01,Sales
17158,Danai,Vecchio,9999-01-01,Production
17158,Danai,Vecchio,9999-01-01,Customer Service
17159,Quingbo,Mitchem,9999-01-01,Development
17160,Shay,Montemayor,9999-01-01,Production
17163,Yurii,Papsdorf,9999-01-01,Development
17199,Vasilis,Guardalben,9999-01-01,Research
17215,Junichi,Langford,9999-01-01,Production
17220,Lorien,Panwar,9999-01-01,Production
17222,Leen,Muchinsky,9999-01-01,Development
17235,Ronnie,Rissanen,9999-01-01,Development
17236,Matk,Merro,9999-01-01,Production
17245,Neven,Milicia,9999-01-01,Sales
17260,Abdulah,Famili,9999-01-01,Development
17277,Arnd,Hopewell,9999-01-01,Development
17280,Xuejia,Merle,9999-01-01,Production
17285,Mario,Weiland,9999-01-01,Finance
17294,Shrikanth,Pietrzykowski,9999-01-01,Quality Management
17326,Arumugam,Ramsay,9999-01-01,Development
17327,Yongmin,Gihr,9999-01-01,Marketing
17329,Shaunak,Tyugu,9999-01-01,Development
17329,Shaunak,Tyugu,9999-01-01,Research
17336,Shigenori,Chaudhuri,9999-01-01,Production
17339,Fan,Mullainathan,9999-01-01,Production
17339,Fan,Mullainathan,9999-01-01,Development
17340,Yurii,Brookman,9999-01-01,Finance
17352,Muneo,Katiyar,9999-01-01,Sales
17355,Mingzeng,Weisert,9999-01-01,Development
17384,Youngkon,Nooteboom,9999-01-01,Research
17387,Shir,Serra,9999-01-01,Marketing
17396,Valeri,Henders,9999-01-01,Production
17397,Kenroku,Hardjono,9999-01-01,Quality Management
17412,Leni,Vilarrasa,9999-01-01,Customer Service
17436,Chirstian,Munawer,9999-01-01,Sales
17448,Makato,Belinskaya,9999-01-01,Production
17448,Makato,Belinskaya,9999-01-01,Development
17468,Abdelghani,Irland,9999-01-01,Sales
17470,Genevieve,Lichtner,9999-01-01,Production
17472,Murthy,Verhoeff,9999-01-01,Marketing
17487,Gully,Staudhammer,9999-01-01,Development
17489,Karlis,Vigier,9999-01-01,Human Resources
17500,Jinya,Bratsberg,9999-01-01,Production
17505,Gunilla,Moffat,9999-01-01,Production
17512,Frederique,Hofmeyr,9999-01-01,Production
17512,Frederique,Hofmeyr,9999-01-01,Development
17520,Shahab,Keohane,9999-01-01,Development
17539,Cathie,Uhrik,9999-01-01,Development
17544,Kien,Marletta,9999-01-01,Production
17552,Pradeep,Neiman,9999-01-01,Finance
17556,Makato,Tsukuda,9999-01-01,Finance
17559,Annemarie,Papastamatiou,9999-01-01,Development
17559,Annemarie,Papastamatiou,9999-01-01,Research
17573,Berthier,Deverell,9999-01-01,Sales
17576,Behnaam,Krybus,9999-01-01,Quality Management
17582,Kauko,Spieker,9999-01-01,Development
17584,Emdad,Coorg,9999-01-01,Human Resources
17586,Lein,Halevi,9999-01-01,Customer Service
17629,Mostafa,Winter,9999-01-01,Sales
17647,Vasilis,Swab,9999-01-01,Sales
17657,Thanasis,Zucker,9999-01-01,Production
17674,Adib,Braccini,9999-01-01,Development
17677,Mingdong,Ramalingam,9999-01-01,Development
17683,Bernt,Henders,9999-01-01,Marketing
17683,Bernt,Henders,9999-01-01,Sales
17688,Faiza,Cincotta,9999-01-01,Production
17696,Feiyu,Kusalik,9999-01-01,Production
17699,Radhia,Heping,9999-01-01,Development
17704,Vatsa,Broomell,9999-01-01,Research
17705,Toshimo,Mellouli,9999-01-01,Production
17711,Owen,Katiyar,9999-01-01,Development
17716,Josyula,Vitiello,9999-01-01,Quality Management
17728,Tsuneo,Lienhardt,9999-01-01,Research
17742,Tru,Cappelletti,9999-01-01,Research
17745,Hatem,Schreiter,9999-01-01,Development
17778,Chirstian,Matzov,9999-01-01,Customer Service
17791,Matt,Stifter,9999-01-01,Sales
17798,Guangming,Suessmith,9999-01-01,Marketing
17807,Jianhua,Glowinski,9999-01-01,Production
17815,Shuji,Wissmann,9999-01-01,Development
17816,Toshimo,Kenevan,9999-01-01,Production
17834,Zhilian,Fiutem,9999-01-01,Development
17840,Tonny,Sherertz,9999-01-01,Development
17841,Hilary,Ramaiah,9999-01-01,Production
17849,Mandell,Varker,9999-01-01,Human Resources
17869,Xiaocheng,Prochazka,9999-01-01,Production
17869,Xiaocheng,Prochazka,9999-01-01,Development
17871,Ebbe,Hedayat,9999-01-01,Quality Management
17874,Rutger,Minakawa,9999-01-01,Sales
17891,Isaac,Luiz,9999-01-01,Development
17900,Sakthirel,Belinskaya,9999-01-01,Development
17907,Kotesh,Bernini,9999-01-01,Finance
17916,Sukumar,Morrin,9999-01-01,Development
17925,Adamantios,Baezner,9999-01-01,Quality Management
17973,Sanjit,Beidas,9999-01-01,Development
17973,Sanjit,Beidas,9999-01-01,Quality Management
17986,Oguz,Angelopoulos,9999-01-01,Sales
17995,Oldrich,Vickson,9999-01-01,Customer Service
18006,Vidya,Hanabata,9999-01-01,Sales
18006,Vidya,Hanabata,9999-01-01,Customer Service
18013,Jiong,Shanbhogue,9999-01-01,Development
18016,Somnath,Kaminger,9999-01-01,Sales
18018,Sasan,Schrooten,9999-01-01,Sales
18020,Adhemar,Pelz,9999-01-01,Research
18030,Jasminko,Brookner,9999-01-01,Production
18065,Chriss,Wroclawski,9999-01-01,Sales
18075,Lein,Goodrum,9999-01-01,Quality Management
18080,Satyanarayana,Rosar,9999-01-01,Production
18080,Satyanarayana,Rosar,9999-01-01,Development
18099,Kazuhiko,Fendler,9999-01-01,Development
18108,Sanjai,Genin,9999-01-01,Sales
18123,Kristinn,Hitomi,9999-01-01,Customer Service
18130,Claudi,Cairo,9999-01-01,Research
18134,Ult,Pesch,9999-01-01,Development
18138,Moni,Baezner,9999-01-01,Development
18138,Moni,Baezner,9999-01-01,Research
18155,Dayanand,Danlos,9999-01-01,Production
18181,Gregory,Beerel,9999-01-01,Customer Service
18208,Demin,Irland,9999-01-01,Human Resources
18210,Mabo,Radhakrishnan,9999-01-01,Development
18212,Constantino,Journel,9999-01-01,Customer Service
18223,Gully,Mitchem,9999-01-01,Production
18223,Gully,Mitchem,9999-01-01,Research
18237,Limsoon,Tramer,9999-01-01,Production
18242,Shichao,Demian,9999-01-01,Production
18251,Alair,Panangaden,9999-01-01,Research
18261,Shridhar,Baak,9999-01-01,Development
18274,Yefim,Karnin,9999-01-01,Sales
18297,Guther,Nastansky,9999-01-01,Sales
18310,Ioana,Dalton,9999-01-01,Development
18316,Hongzue,Msuda,9999-01-01,Development
18322,Tonia,Lueh,9999-01-01,Production
18323,Oddvar,Tiemann,9999-01-01,Development
18323,Oddvar,Tiemann,9999-01-01,Quality Management
18333,Munehiro,Plesums,9999-01-01,Production
18375,Gian,Debuse,9999-01-01,Human Resources
18376,Wayne,Stranks,9999-01-01,Production
18382,Remko,Mattern,9999-01-01,Development
18393,Wuxu,Aseltine,9999-01-01,Production
18401,Vidya,Itzfeldt,9999-01-01,Sales
18402,Bernice,Ritzmann,9999-01-01,Customer Service
18427,Kiyomitsu,Qiwen,9999-01-01,Finance
18438,Chiradeep,Iacovou,9999-01-01,Quality Management
18443,Florina,Swick,9999-01-01,Sales
18448,Rosine,Bazelow,9999-01-01,Development
18450,Takahito,Hoppenstand,9999-01-01,Finance
18454,Eric,Anido,9999-01-01,Sales
18459,Shuzo,Kavanagh,9999-01-01,Customer Service
18468,Kirk,Cunliffe,9999-01-01,Development
18478,Mitsuyuki,Stranks,9999-01-01,Production
18503,Mechthild,Marletta,9999-01-01,Production
18511,Pascal,Marzano,9999-01-01,Development
18532,Joydip,Onuegbe,9999-01-01,Finance
18542,Tiina,Anido,9999-01-01,Development
18547,Gladys,Sankaranarayanan,9999-01-01,Production
18571,Xinglin,Flowers,9999-01-01,Development
18573,Zongyan,Baca,9999-01-01,Finance
18580,Mabo,Bamford,9999-01-01,Production
18581,Mitsuyuki,Ranai,9999-01-01,Sales
18581,Mitsuyuki,Ranai,9999-01-01,Customer Service
18663,Rafols,Sridhar,9999-01-01,Production
18664,Itzchak,Akaboshi,9999-01-01,Sales
18666,Hitofumi,Baja,9999-01-01,Development
